linearization_wx	id	sentence_wx	sentence	linearization
(vyuwkramaNa_1:attr_gen(m):attr_num(sg):attr_per(a):r6(wApamAna_1:attr_gen(m):attr_num(sg):attr_per(a)):CLAUSE_TYPE(affirmative))	Hin_Geo_ncert_11stnd_9ch-bk1_0151	wApamAna kA vyuwkramaNa.	तापमान का व्युत्क्रमण.	(व्युत्क्रमण_1:attr_gen(m):attr_num(sg):attr_per(a):r6(तापमान_1:attr_gen(m):attr_num(sg):attr_per(a)):CLAUSE_TYPE(affirmative))
(Gata_1:TAM(wA_hE_1):ras-k2(wApamAna_1+UzcAI_1:lwg__rp(sAmAnyawaH_1)):CLAUSE_TYPE(affirmative))	Hin_Geo_ncert_11stnd_9ch-bk1_0152	sAmAnyawaH wApamAna UzcAI ke sAWa GatawA jAwA hE.	सामान्यतः तापमान ऊँचाई के साथ घटता जाता है.	(घट_1:TAM(ता_है_1):ras-k2(तापमान_1+ऊँचाई_1:lwg__rp(सामान्यतः_1)):CLAUSE_TYPE(affirmative))
(kaha_1:TAM(wA_hE_1):k1(jo:attr_gen(-):attr_num(sg):attr_per(a)):k2s(jZasa_1+xara_1:mod(sAmAnya_1)):CLAUSE_TYPE(affirmative))	Hin_Geo_ncert_11stnd_9ch-bk1_0153	jise sAmAnya jZasa xara kahawe hEM.	जिसे सामान्य ज़स दर कहते हैं.	(कह_1:TAM(ता_है_1):k1(जो:attr_gen(-):attr_num(sg):attr_per(a)):k2s(ज़स_1+दर_1:mod(सामान्य_1)):CLAUSE_TYPE(affirmative))
(kaha_1:TAM(wA_hE_1):k2(yaha:attr_gen(-):attr_num(sg):attr_per(a)):k2s(vyuwkramaNa_1:attr_gen(m):attr_num(sg):attr_per(a):r6(wApamAna_1:attr_gen(m):attr_num(sg):attr_per(a))):CLAUSE_TYPE(affirmative))	Hin_Geo_ncert_11stnd_9ch-bk1_0155	ise wApamAna kA vyuwkramaNa kahawe hEM.	इसे तापमान का व्युत्क्रमण कहते हैं.	(कह_1:TAM(ता_है_1):k2(यह:attr_gen(-):attr_num(sg):attr_per(a)):k2s(व्युत्क्रमण_1:attr_gen(m):attr_num(sg):attr_per(a):r6(तापमान_1:attr_gen(m):attr_num(sg):attr_per(a))):CLAUSE_TYPE(affirmative))
(hE_1:TAM(0_hE_1):k1(waWA_1:ccof(rAwa_1:attr_gen(f):attr_num(sg):attr_per(a):mod(vihIna_1:jjmod(meGa_1:attr_ne(per):attr_gen(m):attr_num(sg):attr_per(a):r6(sarxI_1:attr_ne(per):attr_gen(f):attr_num(pl):attr_per(a)))):mod(laMbA_1)):ccof(vAyu_1+vyuwkramaNa_1:mod(SAMwa_1))):k1(xaSA_1:attr_gen(f):attr_num(pl):attr_per(a):mod(AxarSa_1:attr_ne(per))):CLAUSE_TYPE(affirmative))	Hin_Geo_ncert_11stnd_9ch-bk1_0157	sarxiyoM kI meGa vihIna laMbI rAwa waWA SAMwa vAyu, vyuwkramaNa ke lie AxarSa xaSAez hEM.	सर्दियों की मेघ विहीन लंबी रात तथा शांत वायु, व्युत्क्रमण के लिए आदर्श दशाएँ हैं.	(है_1:TAM(0_है_1):k1(तथा_1:ccof(रात_1:attr_gen(f):attr_num(sg):attr_per(a):mod(विहीन_1:jjmod(मेघ_1:attr_ne(per):attr_gen(m):attr_num(sg):attr_per(a):r6(सर्दी_1:attr_ne(per):attr_gen(f):attr_num(pl):attr_per(a)))):mod(लंबा_1)):ccof(वायु_1+व्युत्क्रमण_1:mod(शांत_1))):k1(दशा_1:attr_gen(f):attr_num(pl):attr_per(a):mod(आदर्श_1:attr_ne(per))):CLAUSE_TYPE(affirmative))
(hE_1:TAM(0_hE_1):k1(vyuwkramaNa+ho-yA_1:k7p(kRewra_1:attr_gen(m):attr_num(pl):attr_per(a):mod(XruvIya_1)):k1(wApamAna_1:attr_gen(m):attr_num(sg):attr_per(a):nmod__adj(varRa_1:attr_gen(m):attr_num(sg):attr_per(a):lwg__rp(Bara_1)))):mod(sAmAnya_1):CLAUSE_TYPE(affirmative))	Hin_Geo_ncert_11stnd_9ch-bk1_0159	XruvIya kRewroM meM varRa Bara wApamAna vyuwkramaNa honA sAmAnya hE.	ध्रुवीय क्षेत्रों में वर्ष भर तापमान व्युत्क्रमण होना सामान्य है.	(है_1:TAM(0_है_1):k1(व्युत्क्रमण+हो-या_1:k7p(क्षेत्र_1:attr_gen(m):attr_num(pl):attr_per(a):mod(ध्रुवीय_1)):k1(तापमान_1:attr_gen(m):attr_num(sg):attr_per(a):nmod__adj(वर्ष_1:attr_gen(m):attr_num(sg):attr_per(a):lwg__rp(भर_1)))):mod(सामान्य_1):CLAUSE_TYPE(affirmative))
(baDZAvA+xe_1:TAM(wA_hE_1):k7(swara_1:attr_gen(m):attr_num(sg):attr_per(a):r6(vyuwkramaNa_1+vAyumaMdala_1:pof__cn(BUpqRTIya_1)):mod(nicalA_1)):k4(sWirawA_1:attr_gen(f):attr_num(sg):attr_per(a)):CLAUSE_TYPE(affirmative))	Hin_Geo_ncert_11stnd_9ch-bk1_0160	BUpqRTIya vyuwkramaNa vAyumaMdala ke nicale swara meM sWirawA ko baDZAvA xewA hE.	भूपृष्ठीय व्युत्क्रमण वायुमंडल के निचले स्तर में स्थिरता को बढ़ावा देता है.	(बढ़ावा+दे_1:TAM(ता_है_1):k7(स्तर_1:attr_gen(m):attr_num(sg):attr_per(a):r6(व्युत्क्रमण_1+वायुमंडल_1:pof__cn(भूपृष्ठीय_1)):mod(निचला_1)):k4(स्थिरता_1:attr_gen(f):attr_num(sg):attr_per(a)):CLAUSE_TYPE(affirmative))
(hE_1:TAM(0_hE_1):rh(yaha:attr_gen(-):attr_num(sg):attr_per(a)):k7p(sarxI_1:attr_gen(f):attr_num(pl):attr_per(a)):k7t(subaha_1:attr_gen(f):attr_num(sg):attr_per(a)):k1(racanA_1:attr_gen(f):attr_num(sg):attr_per(a):r6(kuharA_1:attr_gen(m):attr_num(pl):attr_per(a):mod(GanA_1))):k1s(GatanA_1:attr_gen(f):attr_num(sg):attr_per(a):mod(sAmAnya_1)):CLAUSE_TYPE(affirmative))	Hin_Geo_ncert_11stnd_9ch-bk1_0162	isase sarxiyoM meM subaha ke samaya Gane kuhare kI racanA sAmAnya GatanA hE.	इससे सर्दियों में सुबह के समय घने कुहरे की रचना सामान्य घटना है.	(है_1:TAM(0_है_1):rh(यह:attr_gen(-):attr_num(sg):attr_per(a)):k7p(सर्दी_1:attr_gen(f):attr_num(pl):attr_per(a)):k7t(सुबह_1:attr_gen(f):attr_num(sg):attr_per(a)):k1(रचना_1:attr_gen(f):attr_num(sg):attr_per(a):r6(कुहरा_1:attr_gen(m):attr_num(pl):attr_per(a):mod(घना_1))):k1s(घटना_1:attr_gen(f):attr_num(sg):attr_per(a):mod(सामान्य_1)):CLAUSE_TYPE(affirmative))
(raha_1:TAM(wA_hE_1):k1(vyuwkramaNa_1:attr_gen(m):attr_num(sg):attr_per(a):nmod__adj(yaha)):k7t(GaMtA_1:attr_gen(m):attr_num(pl):attr_per(a):nmod__adj(kuCa_1:lwg__rp(hI_1))):CLAUSE_TYPE(affirmative))	Hin_Geo_ncert_11stnd_9ch-bk1_0163	yaha vyuwkramaNa kuCa hI GaMtoM waka rahawA hE.	यह व्युत्क्रमण कुछ ही घंटों तक रहता है.	(रह_1:TAM(ता_है_1):k1(व्युत्क्रमण_1:attr_gen(m):attr_num(sg):attr_per(a):nmod__adj(यह)):k7t(घंटा_1:attr_gen(m):attr_num(pl):attr_per(a):nmod__adj(कुछ_1:lwg__rp(ही_1))):CLAUSE_TYPE(affirmative))
(uwpawwi+ho:TAM(wA_hE_1):k7p(Ora_1:ccof(pahAdZI_1:attr_gen(m):attr_num(sg):attr_per(a)):ccof(kRewra_1:attr_gen(m):attr_num(pl):attr_per(a):mod(parvawIya_1))):rh(vAyu_1+apavAha_1):r6-k1(vyuwkramaNa:attr_gen(m):attr_num(sg):attr_per(a)):CLAUSE_TYPE(affirmative))	Hin_Geo_ncert_11stnd_9ch-bk1_0165	pahAdZI Ora parvawIya kRewroM meM vAyu apavAha ke kAraNa vyuwkramaNa kI uwpawwi howI hE.	पहाड़ी और पर्वतीय क्षेत्रों में वायु अपवाह के कारण व्युत्क्रमण की उत्पत्ति होती है.	(उत्पत्ति+हो:TAM(ता_है_1):k7p(और_1:ccof(पहाड़ी_1:attr_gen(m):attr_num(sg):attr_per(a)):ccof(क्षेत्र_1:attr_gen(m):attr_num(pl):attr_per(a):mod(पर्वतीय_1))):rh(वायु_1+अपवाह_1):r6-k1(व्युत्क्रमण:attr_gen(m):attr_num(sg):attr_per(a)):CLAUSE_TYPE(affirmative))
(ekawra+ho_1:TAM(wA_hE_1):k1(yaha):k7p(walI_1:attr_gen(f):attr_num(sg):attr_per(a):r6(GAtI_1:attr_gen(f):attr_num(sg):attr_per(a))):k7p(havA_1:attr_gen(f):attr_num(sg):attr_per(a):mod(garma_1)):CLAUSE_TYPE(affirmative))	Hin_Geo_ncert_11stnd_9ch-bk1_0167	yaha GAtI kI walI meM garma havA ke nIce ekawra ho jAwI hE.	यह घाटी की तली में गर्म हवा के नीचे एकत्र हो जाती है.	(एकत्र+हो_1:TAM(ता_है_1):k1(यह):k7p(तली_1:attr_gen(f):attr_num(sg):attr_per(a):r6(घाटी_1:attr_gen(f):attr_num(sg):attr_per(a))):k7p(हवा_1:attr_gen(f):attr_num(sg):attr_per(a):mod(गर्म_1)):CLAUSE_TYPE(affirmative))
(rakRA+kara_1:TAM(wA_hE_1):k1(yaha:attr_gen(-):attr_num(sg):attr_per(a)):adv(pAlA_1:attr_gen(m):attr_num(pl):attr_per(a)):k2(pOXeM_1):CLAUSE_TYPE(affirmative))	Hin_Geo_ncert_11stnd_9ch-bk1_0169	yaha pAle se pOXeM kI rakRA karawI hE.	यह पाले से पौधें की रक्षा करती है.	(रक्षा+कर_1:TAM(ता_है_1):k1(यह:attr_gen(-):attr_num(sg):attr_per(a)):adv(पाला_1:attr_gen(m):attr_num(pl):attr_per(a)):k2(पौधें_1):CLAUSE_TYPE(affirmative))
(praSna_1:attr_gen(m):attr_num(sg):attr_per(a):mod(bahuvEkalpika_1):CLAUSE_TYPE(affirmative))	Hin_Geo_ncert_11stnd_9ch-bk1_0172	bahuvEkalpika praSna.	बहुवैकल्पिक प्रश्न.	(प्रश्न_1:attr_gen(m):attr_num(sg):attr_per(a):mod(बहुवैकल्पिक_1):CLAUSE_TYPE(affirmative))
(garma+ho:TAM(wA_hE_1):k5(nimnaliKiwa):k1(prakriyA_1:attr_gen(f):attr_num(sg):attr_per(a):mod__wq(kOna_1)):k1(vAyumaMdala_1:attr_gen(m):attr_num(sg):attr_per(a)):adv(muKyawaH_1):CLAUSE_TYPE(affirmative))	Hin_Geo_ncert_11stnd_9ch-bk1_0175	nimnaliKiwa meM se kisa prakriyA xvArA vAyumaMdala muKyawaH garma howA hE.	निम्नलिखित में से किस प्रक्रिया द्वारा वायुमंडल मुख्यतः गर्म होता है.	(गर्म+हो:TAM(ता_है_1):k5(निम्नलिखित):k1(प्रक्रिया_1:attr_gen(f):attr_num(sg):attr_per(a):mod__wq(कौन_1)):k1(वायुमंडल_1:attr_gen(m):attr_num(sg):attr_per(a)):adv(मुख्यतः_1):CLAUSE_TYPE(affirmative))
(milA_1:k2(paxa_1:attr_gen(m):attr_num(pl):attr_per(a):mod(nimna_1)):ras-k2(vivaraNa_1:attr_gen(m):attr_num(sg):attr_per(a):r6(vaha:attr_gen(-):attr_num(sg):attr_per(a)):mod(uciwa_1)):CLAUSE_TYPE(affirmative))	Hin_Geo_ncert_11stnd_9ch-bk1_0176	nimna paxoM ko usake uciwa vivaraNa ke sAWa milAez.	निम्न पदों को उसके उचित विवरण के साथ मिलाएँ.	(मिला_1:k2(पद_1:attr_gen(m):attr_num(pl):attr_per(a):mod(निम्न_1)):ras-k2(विवरण_1:attr_gen(m):attr_num(sg):attr_per(a):r6(वह:attr_gen(-):attr_num(sg):attr_per(a)):mod(उचित_1)):CLAUSE_TYPE(affirmative))
(xe_1:TAM(ie_1):k1(uwwara_1:attr_gen(m):attr_num(sg):attr_per(a):r6(praSna_1:attr_gen(m):attr_num(pl):attr_per(a):mod(nimnaliKiwa_1))):k7(Sabxa_1:attr_gen(m):attr_num(pl):attr_per(a):card(30_1:lwg__rp(lagaBaga_1))):CLAUSE_TYPE(affirmative))	Hin_Geo_ncert_11stnd_9ch-bk1_0178	nimnaliKiwa praSnoM ke uwwara lagaBaga 30 SabxoM meM xIjie.	निम्नलिखित प्रश्नों के उत्तर लगभग 30 शब्दों में दीजिए.	(दे_1:TAM(इए_1):k1(उत्तर_1:attr_gen(m):attr_num(sg):attr_per(a):r6(प्रश्न_1:attr_gen(m):attr_num(pl):attr_per(a):mod(निम्नलिखित_1))):k7(शब्द_1:attr_gen(m):attr_num(pl):attr_per(a):card(30_1:lwg__rp(लगभग_1))):CLAUSE_TYPE(affirmative))
(vyAKyA+kara_1:k2(prakriyA_1:attr_gen(f):attr_num(pl):attr_per(a):nmod__adj(vaha)):nmod__relc(raKa_1-wA_hE_1-wA_hE_1:k1(jo:attr_gen(-):attr_num(pl):attr_per(a)):k7p(waWA_1:ccof(pqWvI:attr_gen(f):attr_num(sg):attr_per(a)):ccof(vAyumaMdala_1:attr_gen(m):attr_num(sg):attr_per(a):r6(yaha:attr_gen(-):attr_num(sg):attr_per(a)))):vmod(banA_1-yA_1-yA_1:k2(URmA_1+saMwulana_1))):CLAUSE_TYPE(affirmative))	Hin_Geo_ncert_11stnd_9ch-bk1_0185	una prakriyAoM kI vyAKyA kareM jinake xvArA pqWvI waWA isakA vAyumaMdala URmA saMwulana banAe raKawe hEM.	उन प्रक्रियाओं की व्याख्या करें जिनके द्वारा पृथ्वी तथा इसका वायुमंडल ऊष्मा संतुलन बनाए रखते हैं.	(व्याख्या+कर_1:k2(प्रक्रिया_1:attr_gen(f):attr_num(pl):attr_per(a):nmod__adj(वह)):nmod__relc(रख_1-ता_है_1-ता_है_1:k1(जो:attr_gen(-):attr_num(pl):attr_per(a)):k7p(तथा_1:ccof(पृथ्वी:attr_gen(f):attr_num(sg):attr_per(a)):ccof(वायुमंडल_1:attr_gen(m):attr_num(sg):attr_per(a):r6(यह:attr_gen(-):attr_num(sg):attr_per(a)))):vmod(बना_1-या_1-या_1:k2(ऊष्मा_1+संतुलन_1))):CLAUSE_TYPE(affirmative))
(wulanA+kara_1:k7t(janavarI:attr_gen(f):attr_num(sg):attr_per(a)):k7(golArXa_1:attr_gen(m):attr_num(sg):attr_per(a):r6(pqWvI:attr_gen(f):attr_num(sg):attr_per(a)):nmod(Ora_1:mod(uwwarI_1:attr_ne(loc)):mod(xakRiNI_1:attr_ne(loc)))):k2(viwaraNa_1:attr_gen(m):attr_num(sg):attr_per(a):r6(wApamAna_1:attr_gen(m):attr_num(sg):attr_per(a)):mod(viSvavyApI_1)):CLAUSE_TYPE(affirmative))	Hin_Geo_ncert_11stnd_9ch-bk1_0186	janavarI meM pqWvI ke uwwarI Ora xakRiNI golArXa ke bIca wApamAna ke viSvavyApI viwaraNa kI wulanA kareM.	जनवरी में पृथ्वी के उत्तरी और दक्षिणी गोलार्ध के बीच तापमान के विश्वव्यापी वितरण की तुलना करें.	(तुलना+कर_1:k7t(जनवरी:attr_gen(f):attr_num(sg):attr_per(a)):k7(गोलार्ध_1:attr_gen(m):attr_num(sg):attr_per(a):r6(पृथ्वी:attr_gen(f):attr_num(sg):attr_per(a)):nmod(और_1:mod(उत्तरी_1:attr_ne(loc)):mod(दक्षिणी_1:attr_ne(loc)))):k2(वितरण_1:attr_gen(m):attr_num(sg):attr_per(a):r6(तापमान_1:attr_gen(m):attr_num(sg):attr_per(a)):mod(विश्वव्यापी_1)):CLAUSE_TYPE(affirmative))
(pawA+lagA_1:TAM(yA_1):attr_gen(-):attr_num(sg):attr_per(a):k2(veXSAlA_1:attr_gen(m):attr_num(sg):attr_per(a):r6(yA_1:attr_gen(m):attr_num(sg):attr_per(a):ccof(Sahara_1:attr_gen(m):attr_num(sg):attr_per(a)):ccof(Sahara_1:r6(apanA:attr_gen(-):attr_num(sg):attr_per(u)))):mod(koI:attr_gen(m):attr_num(sg):attr_per(a))):CLAUSE_TYPE(affirmative))	Hin_Geo_ncert_11stnd_9ch-bk1_0188	apane Sahara yA Sahara ke Asa-pAsa ke kisI veXSAlA kA pawA lagAyeM.	अपने शहर या शहर के आस-पास के किसी वेध्शाला का पता लगायें.	(पता+लगा_1:TAM(या_1):attr_gen(-):attr_num(sg):attr_per(a):k2(वेध्शाला_1:attr_gen(m):attr_num(sg):attr_per(a):r6(या_1:attr_gen(m):attr_num(sg):attr_per(a):ccof(शहर_1:attr_gen(m):attr_num(sg):attr_per(a)):ccof(शहर_1:r6(अपना:attr_gen(-):attr_num(sg):attr_per(u)))):mod(कोई:attr_gen(m):attr_num(sg):attr_per(a))):CLAUSE_TYPE(affirmative))
(sAraNIbaxXa_1+kara_1:k1(mOsama_1:r6(veXaSAlA:attr_gen(f):attr_num(sg):attr_per(a))):k2(wApamAna_1:attr_gen(m):attr_num(sg):attr_per(a):nmod__k2inv(xe_1-0_gayA_1-0_gayA_1:k7(sAraNI_1:attr_gen(f):attr_num(sg):attr_per(a):nmod(vijFAna_1:attr_gen(m):attr_num(sg):attr_per(a):mod(saMbaMXI_1))))):CLAUSE_TYPE(affirmative))	Hin_Geo_ncert_11stnd_9ch-bk1_0189	veXaSAlA kI mOsama vijFAna saMbaMXI sAraNI meM xiye gaye wApamAna ko sAraNIbaxXa kareM.	वेधशाला की मौसम विज्ञान संबंधी सारणी में दिये गये तापमान को सारणीबद्ध करें.	(सारणीबद्ध_1+कर_1:k1(मौसम_1:r6(वेधशाला:attr_gen(f):attr_num(sg):attr_per(a))):k2(तापमान_1:attr_gen(m):attr_num(sg):attr_per(a):nmod__k2inv(दे_1-0_गया_1-0_गया_1:k7(सारणी_1:attr_gen(f):attr_num(sg):attr_per(a):nmod(विज्ञान_1:attr_gen(m):attr_num(sg):attr_per(a):mod(संबंधी_1))))):CLAUSE_TYPE(affirmative))
(liKa_1:k1(veXaSAlA_1:attr_gen(f):attr_num(sg):attr_per(a)):k1(ki_1:ccof(nikAla_1-yA_gayA_hE_1-yA_gayA_hE_1:k7t(Ora_1:ccof(akRAMSa_1:attr_gen(m):attr_num(sg):attr_per(a):pof__cn(wuMgawA_1:attr_gen(f):attr_num(sg):attr_per(a))):ccof(samaya_1:attr_gen(m):attr_num(sg):attr_per(a):nmod__adj(vaha))):rt(jo:attr_gen(-):attr_num(sg):attr_per(a)):k2(mAXya_1))):CLAUSE_TYPE(affirmative))	Hin_Geo_ncert_11stnd_9ch-bk1_0190	veXaSAlA ki wuMgawA akRAMSa Ora usa samaya ko jisake lie mAXya nikAlA gayA hE, liKeM.	वेधशाला कि तुंगता अक्षांश और उस समय को जिसके लिए माध्य निकाला गया है, लिखें.	(लिख_1:k1(वेधशाला_1:attr_gen(f):attr_num(sg):attr_per(a)):k1(कि_1:ccof(निकाल_1-या_गया_है_1-या_गया_है_1:k7t(और_1:ccof(अक्षांश_1:attr_gen(m):attr_num(sg):attr_per(a):pof__cn(तुंगता_1:attr_gen(f):attr_num(sg):attr_per(a))):ccof(समय_1:attr_gen(m):attr_num(sg):attr_per(a):nmod__adj(वह))):rt(जो:attr_gen(-):attr_num(sg):attr_per(a)):k2(माध्य_1))):CLAUSE_TYPE(affirmative))
(pariBARiwa_1+kara_1:k2(paxa_1:attr_gen(m):attr_num(pl):attr_per(a):nmod__k2inv(xe_1-0_gayA_1-0_gayA_1:k7(sAraNI_1:attr_gen(f):attr_num(sg):attr_per(a)):k7(wApamAna_1:attr_gen(m):attr_num(sg):attr_per(a)))):CLAUSE_TYPE(affirmative))	Hin_Geo_ncert_11stnd_9ch-bk1_0191	sAraNI meM wApamAna ke saMbaMXa meM xiye gaye paxoM ko pariBARiwa kareM.	सारणी में तापमान के संबंध में दिये गये पदों को परिभाषित करें.	(परिभाषित_1+कर_1:k2(पद_1:attr_gen(m):attr_num(pl):attr_per(a):nmod__k2inv(दे_1-0_गया_1-0_गया_1:k7(सारणी_1:attr_gen(f):attr_num(sg):attr_per(a)):k7(तापमान_1:attr_gen(m):attr_num(sg):attr_per(a)))):CLAUSE_TYPE(affirmative))
(gaNanA+kara_1:k7t(mahInA_1:attr_gen(m):attr_num(pl):attr_per(a):card(eka_1)):k2(mAXya_1:attr_gen(m):attr_num(sg):attr_per(a):r6(wApamAna_1:attr_gen(m):attr_num(sg):attr_per(a):r6(prawixina_1:attr_gen(m):attr_num(sg):attr_per(a)))):CLAUSE_TYPE(affirmative))	Hin_Geo_ncert_11stnd_9ch-bk1_0192	eka mahIne waka prawixina ke wApamAna ke mAXya kI gaNanA kareM.	एक महीने तक प्रतिदिन के तापमान के माध्य की गणना करें.	(गणना+कर_1:k7t(महीना_1:attr_gen(m):attr_num(pl):attr_per(a):card(एक_1)):k2(माध्य_1:attr_gen(m):attr_num(sg):attr_per(a):r6(तापमान_1:attr_gen(m):attr_num(sg):attr_per(a):r6(प्रतिदिन_1:attr_gen(m):attr_num(sg):attr_per(a)))):CLAUSE_TYPE(affirmative))
(xarSA_1:TAM(yA_1):k3(grAPa_1:attr_gen(m):attr_num(sg):attr_per(a)):k1(wApamAna_1:attr_gen(m):attr_num(sg):attr_per(a)):k1(wApamAna_1:attr_gen(m):attr_num(sg):attr_per(a)):k7(waWA_1:attr_gen(m):attr_num(sg):attr_per(a):ccof(mAXya_1):ccof(mAXya_1:attr_gen(m):attr_num(sg):attr_per(a)):ccof(mAXya_1:r6(prawixina_1:attr_gen(m):attr_num(sg):attr_per(a)):mod(aXikawama_1):mod(nyUnawama_1):nmod__adj(kula_1))):k1(wApamAna_1:attr_gen(m):attr_num(sg):attr_per(a)):CLAUSE_TYPE(affirmative))	Hin_Geo_ncert_11stnd_9ch-bk1_0193	grAPa xvArA prawixina kA aXikawama mAXya wApamAna, nyUnawama mAXya wApamAna waWA kula mAXya wApamAna xarSAyeM.	ग्राफ द्वारा प्रतिदिन का अधिकतम माध्य तापमान, न्यूनतम माध्य तापमान तथा कुल माध्य तापमान दर्शायें.	(दर्शा_1:TAM(या_1):k3(ग्राफ_1:attr_gen(m):attr_num(sg):attr_per(a)):k1(तापमान_1:attr_gen(m):attr_num(sg):attr_per(a)):k1(तापमान_1:attr_gen(m):attr_num(sg):attr_per(a)):k7(तथा_1:attr_gen(m):attr_num(sg):attr_per(a):ccof(माध्य_1):ccof(माध्य_1:attr_gen(m):attr_num(sg):attr_per(a)):ccof(माध्य_1:r6(प्रतिदिन_1:attr_gen(m):attr_num(sg):attr_per(a)):mod(अधिकतम_1):mod(न्यूनतम_1):nmod__adj(कुल_1))):k1(तापमान_1:attr_gen(m):attr_num(sg):attr_per(a)):CLAUSE_TYPE(affirmative))
