Hin_Label	Eng_Label	POS	MRS_Concept	MRS_Feature_Values
चमक-दमक_1	glitter_3	noun	_glitter_n_1	LBL: h* ARG0: x* 
चमक-दमक_2	brilliance_7	noun	_brilliance_n_1	LBL: h* ARG0: x* 
चमक-दमक_3	splendour_15	noun	_splendour/NN_u_unknown	LBL: h* ARG0: x* 
चमकदार_1	glittering_2	adj	_glitter_v_1	LBL: h* ARG0: e* ARG1: x* 
चमकदार_2	gleaming_1	noun	_gleam_v_1	LBL: h* ARG0: e* ARG1: i* 
चमकदार_2	gleaming_1	noun	nominalization	LBL: h* ARG0: x* ARG1: h* 
Oops!<class 'IndexError'>occurred.brilliant_6,SOME PROBLEM IN FATCHING MRS VALUES #############

चमकदार_4	splend_2	noun	_splend/NN_u_unknown	LBL: h* ARG0: x* 
चमक_7	shine_1	verb	_shine_v_1	LBL: h* ARG0: e* ARG1: x* 
चमक_8	sparkle_3	verb	_sparkle_v_1	LBL: h* ARG0: e* ARG1: x* 
चमक_9	glitter_4	verb	_glitter_v_1	LBL: h* ARG0: e* ARG1: x* 
चमक_10	glow_1	verb	_glow_v_1	LBL: h* ARG0: e* ARG1: x* 
चमक_11	glare_8	verb	_glare_v_1	LBL: h* ARG0: e* ARG1: x* 
चमक_12	gleam_5	verb	_gleam_v_1	LBL: h* ARG0: e* ARG1: x* 
चमक_13	prosper_4	verb	_prosper/VB_u_unknown	LBL: h* ARG0: e* ARG1: x* ARG2: p* 
चमक_14	flourish_3	verb	_flourish_v_1	LBL: h* ARG0: e* ARG1: x* 
चमक_15	start_8	verb	_start_v_1	LBL: h* ARG0: e* ARG1: x* 
चमक_16	shy_4	verb	_shy_a_of	LBL: h* ARG0: e* ARG1: p* ARG2: i* 
चमक_17	scatter_5	verb	_scatter_v_1	LBL: h* ARG0: e* ARG1: x* ARG2: p* 
चमका_1	display_3	verb	_display_v_to	LBL: h* ARG0: e* ARG1: x* ARG2: p* 
चमका_2	burnish_1	verb	udef_q	LBL: h* ARG0: x* RSTR: h* BODY: h* 
चमका_2	burnish_1	verb	_burnish/NN_u_unknown	LBL: h* ARG0: x* 
चमका_3	polish_9	verb	_polish_a_1	LBL: h* ARG0: e* ARG1: p* 
Oops!<class 'IndexError'>occurred.brandish_3,SOME PROBLEM IN FATCHING MRS VALUES #############

चमका_5	flourish_4	verb	_flourish_v_1	LBL: h* ARG0: e* ARG1: x* 
चमका_6	flash_4	verb	_flash_v_1	LBL: h* ARG0: e* ARG1: x* 
चमका_7	irritate_5	verb	_irritate_v_1	LBL: h* ARG0: e* ARG1: x* ARG2: p* 
Oops!<class 'IndexError'>occurred.provoke_5,SOME PROBLEM IN FATCHING MRS VALUES #############

Oops!<class 'IndexError'>occurred.startle_1,SOME PROBLEM IN FATCHING MRS VALUES #############

Oops!<class 'IndexError'>occurred.brilliant_7,SOME PROBLEM IN FATCHING MRS VALUES #############

चमकी_1	tinsel_1	noun	_tinsel/NN_u_unknown	LBL: h* ARG0: x* 
चमकी_2	spangle_1	noun	_spangle/NN_u_unknown	LBL: h* ARG0: x* 
चमकी_3	foil_1	noun	_foil_n_1	LBL: h* ARG0: x* 
चमकीला_1	sparkling_1	noun	_sparkle_v_1	LBL: h* ARG0: e* ARG1: i* 
चमकीला_1	sparkling_1	noun	nominalization	LBL: h* ARG0: x* ARG1: h* 
चमकीला_2	glittering_3	noun	_glitter_v_1	LBL: h* ARG0: e* ARG1: i* 
चमकीला_2	glittering_3	noun	nominalization	LBL: h* ARG0: x* ARG1: h* 
Oops!<class 'IndexError'>occurred.brilliant_8,SOME PROBLEM IN FATCHING MRS VALUES #############

चमकीला_4	splend_3	noun	_splend/NN_u_unknown	LBL: h* ARG0: x* 
चमकीलापन_1	sparkle_4	noun	_sparkle_n_1	LBL: h* ARG0: x* 
चमकीलापन_2	glitter_5	noun	_glitter_n_1	LBL: h* ARG0: x* 
चमकीलापन_3	brilliance_8	noun	_brilliance_n_1	LBL: h* ARG0: x* 
चमकौवल_1	f_108	noun	named	,CARG:_VALUES
चमगादड़_1	bat_1	noun	_bat_n_1	LBL: h* ARG0: x* 
चमचमा_1	shine_2	verb	_shine_v_1	LBL: h* ARG0: e* ARG1: x* 
चमचमा_2	sparkle_5	verb	_sparkle_v_1	LBL: h* ARG0: e* ARG1: x* 
चमचमा_3	glitter_6	verb	_glitter_v_1	LBL: h* ARG0: e* ARG1: x* 
चमचमा_4	polish_10	verb	_polish_a_1	LBL: h* ARG0: e* ARG1: p* 
चमचमाहट_1	brightness_9	noun	_brightness_n_1	LBL: h* ARG0: x* 
चमचमाहट_2	sparkle_6	noun	_sparkle_n_1	LBL: h* ARG0: x* 
चमचमाहट_3	glitter_7	noun	_glitter_n_1	LBL: h* ARG0: x* 
चमचा_1	ladle_3	noun	_ladle/NN_u_unknown	LBL: h* ARG0: x* 
चमचा_2	flatterer_1	noun	_flatterer/NN_u_unknown	LBL: h* ARG0: x* 
चमचा+भर_1	spoonful_1	noun	_spoonful_n_1	LBL: h* ARG0: x* 
चमची_1	spatula_1	noun	_spatula/NN_u_unknown	LBL: h* ARG0: x* 
चमड़ा_1	hide_6	noun	_hide_n_1	LBL: h* ARG0: x* 
चमड़ा_2	skin_2	noun	_skin_n_1	LBL: h* ARG0: x* 
चमड़ा_3	leather_2	noun	_leather_n_1	LBL: h* ARG0: x* 
चमड़ा+उतार_1	skin_3	verb	udef_q	LBL: h* ARG0: x* RSTR: h* BODY: h* 
चमड़ा+उतार_1	skin_3	verb	_skin_n_1	LBL: h* ARG0: x* 
चमड़ा+उधेड़_1	skin_4	verb	udef_q	LBL: h* ARG0: x* RSTR: h* BODY: h* 
चमड़ा+उधेड़_1	skin_4	verb	_skin_n_1	LBL: h* ARG0: x* 
चमड़ा+खींच_1	skin_5	verb	udef_q	LBL: h* ARG0: x* RSTR: h* BODY: h* 
चमड़ा+खींच_1	skin_5	verb	_skin_n_1	LBL: h* ARG0: x* 
चमड़ा+निकाल_1	skin_6	verb	udef_q	LBL: h* ARG0: x* RSTR: h* BODY: h* 
चमड़ा+निकाल_1	skin_6	verb	_skin_n_1	LBL: h* ARG0: x* 
चमड़ा+का_1	skin_7	verb	udef_q	LBL: h* ARG0: x* RSTR: h* BODY: h* 
चमड़ा+का_1	skin_7	verb	_skin_n_1	LBL: h* ARG0: x* 
चमड़ी_1	skin_8	noun	_skin_n_1	LBL: h* ARG0: x* 
चमड़ी_2	hide_7	noun	_hide_n_1	LBL: h* ARG0: x* 
चमत्कार_1	spectacle_4	noun	_spectacle_n_of	LBL: h* ARG0: x* ARG1: i* 
चमत्कार_2	miracle_6	noun	_miracle_n_1	LBL: h* ARG0: x* 
चमत्कार_3	amazement_1	noun	_amazement_n_at	LBL: h* ARG0: x* ARG1: i* 
चमत्कार_4	astonishment_6	noun	_astonishment_n_1	LBL: h* ARG0: x* 
चमत्कारपूर्ण_1	astonishing_5	adj	udef_q	LBL: h* ARG0: x* RSTR: h* BODY: h* 
चमत्कारपूर्ण_1	astonishing_5	adj	_astonish_v_1	LBL: h* ARG0: e* ARG1: i* ARG2: p* 
चमत्कारपूर्ण_1	astonishing_5	adj	nominalization	LBL: h* ARG0: x* ARG1: h* 
चमत्कारपूर्ण_2	splendid_10	adj	_splendid_a_1	LBL: h* ARG0: e* ARG1: x* 
चमत्कारपूर्ण_3	wonderful_7	adj	_wonderful_a_for	LBL: h* ARG0: e* ARG1: x* 
चमत्कारित_1	astonished_7	adj	_astonished_a_at	LBL: h* ARG0: e* ARG1: x* ARG2: i* 
चमत्कारी_1	astonishing_6	adj	udef_q	LBL: h* ARG0: x* RSTR: h* BODY: h* 
चमत्कारी_1	astonishing_6	adj	_astonish_v_1	LBL: h* ARG0: e* ARG1: i* ARG2: p* 
चमत्कारी_1	astonishing_6	adj	nominalization	LBL: h* ARG0: x* ARG1: h* 
चमत्कारी_2	splendid_11	adj	_splendid_a_1	LBL: h* ARG0: e* ARG1: x* 
चमत्कारी_3	wonderful_8	adj	_wonderful_a_for	LBL: h* ARG0: e* ARG1: x* 
चमत्कृत_1	astonished_8	adj	_astonished_a_at	LBL: h* ARG0: e* ARG1: x* ARG2: i* 
चमत्कृति_1	astonishment_7	noun	_astonishment_n_1	LBL: h* ARG0: x* 
Oops!<class 'IndexError'>occurred.yak_2,SOME PROBLEM IN FATCHING MRS VALUES #############

चमर-पुच्छ_1	flywhisk_1	adj	_flywhisk/JJ_u_unknown	LBL: h* ARG0: e* ARG1: x* 
चमर-चलाक_1	deceitful_3	adj	_deceitful/JJ_u_unknown	LBL: h* ARG0: e* ARG1: x* 
चमर-चलाक_2	cunning_16	adj	_cunning_a_1	LBL: h* ARG0: e* ARG1: x* 
चमर-चलाक˚ई_1	f_109	noun	named	,CARG:_VALUES
चमरख_1	reg_126	adj	_reg/JJ_u_unknown	LBL: h* ARG0: e* ARG1: x* 
चमरख_2	f_110	noun	named	,CARG:_VALUES
चमरी_1	flywhisk_2	noun	_flywhisk/NN_u_unknown	LBL: h* ARG0: x* 
चमाइन_1	reg_127	noun	_reg/NN_u_unknown	LBL: h* ARG0: x* 
चमाऊ_1	reg_128	noun	_reg/NN_u_unknown	LBL: h* ARG0: x* 
चमाचम_1	brightly_1	adv	_bright_a_1	LBL: h* ARG0: e* ARG1: e* 
चमार_1	leatherworker_1	noun	_leatherworker/NN_u_unknown	LBL: h* ARG0: x* 
चमार_2	tanner_2	noun	_tanner/NN_u_unknown	LBL: h* ARG0: x* 
चमार_3	shoemaker_1	noun	_shoemaker/NN_u_unknown	LBL: h* ARG0: x* 
चमारिन_1	community_9	noun	_community_n_of	LBL: h* ARG0: x* ARG1: i* 
चमूकन_1	louse_1	noun	_louse_n_1	LBL: h* ARG0: x* 
चमूकन_2	tick_3	noun	_tick_n_1	LBL: h* ARG0: x* 
चमोकन_1	tick_4	noun	_tick_n_1	LBL: h* ARG0: x* 
चमोटा_1	strop_1	noun	_strop_n_1	LBL: h* ARG0: x* 
चम्मच_1	spoonbill_1	noun	_spoonbill/NN_u_unknown	LBL: h* ARG0: x* 
चम्मच-बोजा_1	spoonbill_2	noun	_spoonbill/NN_u_unknown	LBL: h* ARG0: x* 
चयन_1	selection_2	noun	_selection_n_of	LBL: h* ARG0: x* ARG1: i* 
चर_1	moving_2	adj	_move_v_1	LBL: h* ARG0: e* ARG1: x* 
चर_2	going_5	adj	_go_v_1	LBL: h* ARG0: e* ARG1: x* 
चर_3	movable_4	adj	_movable_a_1	LBL: h* ARG0: e* ARG1: x* 
चर_4	shifting_1	adj	_shift_v_1	LBL: h* ARG0: e* ARG1: x* 
चर_5	animate_1	adj	_animate_a_1	LBL: h* ARG0: e* ARG1: x* 
Oops!<class 'IndexError'>occurred.spy_6,SOME PROBLEM IN FATCHING MRS VALUES #############

Oops!<class 'IndexError'>occurred.agent_11,SOME PROBLEM IN FATCHING MRS VALUES #############

चर_8	emissary_2	adj	udef_q	LBL: h* ARG0: x* RSTR: h* BODY: h* 
चर_8	emissary_2	adj	_emissary/NN_u_unknown	LBL: h* ARG0: x* 
चराचर_1	world_9	noun	_world_n_of	LBL: h* ARG0: x* ARG1: i* 
चराचर_2	heavens_4	noun	_heaven_n_1	LBL: h* ARG0: x* 
चरका_1	trickery_10	noun	_trickery/NN_u_unknown	LBL: h* ARG0: x* 
चरख़_1	wheel_6	noun	_wheel_n_1	LBL: h* ARG0: x* 
चरख़_2	lathe_3	noun	_lathe_n_1	LBL: h* ARG0: x* 
चरख़_3	spinningwheel_1	noun	_spinningwheel/NN_u_unknown	LBL: h* ARG0: x* 
चरख़+चढ़ा_1	turn_18	verb	_turn_v_1	LBL: h* ARG0: e* ARG1: x* 
चरख़ा_1	wheel_7	noun	_wheel_n_1	LBL: h* ARG0: x* 
चरख़ा_2	pulley_4	noun	_pulley_n_1	LBL: h* ARG0: x* 
चरख़ा_3	reel_4	noun	_reel_n_1	LBL: h* ARG0: x* 
चरख़ा_4	bobbin_2	noun	_bobbin_n_1	LBL: h* ARG0: x* 
चरख़ा_5	spindle_1	noun	_spindle_n_1	LBL: h* ARG0: x* 
चरख़ा_6	wire_3	noun	_wire_n_1	LBL: h* ARG0: x* 
चरख़ा+कात_1	spin_6	verb	_spin_v_1	LBL: h* ARG0: e* ARG1: x* ARG2: p* 
Oops!<class 'IndexError'>occurred.˚_7,SOME PROBLEM IN FATCHING MRS VALUES #############

चरख़ी_1	13_3	noun	card	,CARG:_VALUES
चरख़ी_2	firework_2	noun	_firework/NN_u_unknown	LBL: h* ARG0: x* 
चरख़ी_3	chamber_4	noun	_chamber_n_1	LBL: h* ARG0: x* 
चरच-_1	smear_1	verb	udef_q	LBL: h* ARG0: x* RSTR: h* BODY: h* 
चरच-_1	smear_1	verb	_smear/NN_u_unknown	LBL: h* ARG0: x* 
चरच-_2	anoint_1	verb	udef_q	LBL: h* ARG0: x* RSTR: h* BODY: h* 
चरच-_2	anoint_1	verb	_anoint/NN_u_unknown	LBL: h* ARG0: x* 
चरच-_3	adopt_7	verb	_adopt_v_1	LBL: h* ARG0: e* ARG1: x* ARG2: p* 
चर-चर_1	chatter_11	noun	_chatter_n_1	LBL: h* ARG0: x* 
चर-चर_2	gabble_1	noun	_gabble/NN_u_unknown	LBL: h* ARG0: x* 
चर-चर_3	creaking_3	noun	_creak_v_1	LBL: h* ARG0: e* ARG1: i* 
चर-चर_3	creaking_3	noun	nominalization	LBL: h* ARG0: x* ARG1: h* 
चर-चर_4	tearing_2	noun	_tear_v_1	LBL: h* ARG0: e* ARG1: i* 
चर-चर_4	tearing_2	noun	nominalization	LBL: h* ARG0: x* ARG1: h* 
चर-चर_5	scratching_3	noun	_scratch_v_1	LBL: h* ARG0: e* ARG1: i* ARG2: p* 
चर-चर_5	scratching_3	noun	nominalization	LBL: h* ARG0: x* ARG1: h* 
चर-चर_6	grating_3	noun	_grate_v_1	LBL: h* ARG0: e* ARG1: i* ARG2: p* 
चर-चर_6	grating_3	noun	nominalization	LBL: h* ARG0: x* ARG1: h* 
चरचरा_1	crack_11	verb	_crack_v_1	LBL: h* ARG0: e* ARG1: x* 
चरचरा_2	creak_2	verb	_creak_v_1	LBL: h* ARG0: e* ARG1: x* 
चरचरा_3	scratch_17	verb	_scratch_v_1	LBL: h* ARG0: e* ARG1: x* ARG2: p* 
चरचरा_4	tear_12	verb	_tear_v_1	LBL: h* ARG0: e* ARG1: x* 
चरचरा_5	sputter_2	verb	_sputter_v_1	LBL: h* ARG0: e* ARG1: x* 
चरचरा_6	smart_4	verb	_smart_v_1	LBL: h* ARG0: e* ARG1: x* 
चरचरा_7	burn_11	verb	_burn_v_1	LBL: h* ARG0: e* ARG1: x* 
चरचरा_8	tingle_2	verb	_tingle_v_1	LBL: h* ARG0: e* ARG1: x* 
चरचराहट_1	smarting_1	noun	_smart_v_1	LBL: h* ARG0: e* ARG1: i* 
चरचराहट_1	smarting_1	noun	nominalization	LBL: h* ARG0: x* ARG1: h* 
चरट_1	wagtail_2	noun	_wagtail/NN_u_unknown	LBL: h* ARG0: x* 
चरण_1	feet_1	noun	_foot_n_1	LBL: h* ARG0: x* 
चरण_2	quarter_5	noun	_quarter_n_of	LBL: h* ARG0: x* ARG1: i* 
चरण_3	section_16	noun	_section_n_of	LBL: h* ARG0: x* ARG1: i* 
चरण_4	phase_1	noun	_phase_n_1	LBL: h* ARG0: x* 
चरण_5	stage_4	noun	_stage_n_of	LBL: h* ARG0: x* ARG1: i* 
चरण_6	foot_3	noun	_foot_n_1	LBL: h* ARG0: x* 
चरण_7	attendance_6	noun	_attendance_n_1	LBL: h* ARG0: x* 
चरण_8	dependence_6	noun	_dependence_n_1	LBL: h* ARG0: x* 
चरणों+पड़ना_1	love_6	noun	_love_n_of-for	LBL: h* ARG0: x* ARG1: i* 
के_2	love_7	noun	_love_n_of-for	LBL: h* ARG0: x* ARG1: i* 
Oops!<class 'IndexError'>occurred.offer_2,SOME PROBLEM IN FATCHING MRS VALUES #############

चरोणों+में+रह_1	attend_3	verb	_attend_v_1	LBL: h* ARG0: e* ARG1: x* ARG2: p* 
चरोणों+में+रह_2	serve_4	verb	_serve_v_as	LBL: h* ARG0: e* ARG1: x* ARG2: p* 
के_3	attend_4	verb	_attend_v_1	LBL: h* ARG0: e* ARG1: x* ARG2: p* 
के_4	serve_5	verb	_serve_v_as	LBL: h* ARG0: e* ARG1: x* ARG2: p* 
चरण-दास_1	servant_16	noun	_servant_n_1	LBL: h* ARG0: x* 
चरण-दास_2	attendant_7	noun	_attendant_n_1	LBL: h* ARG0: x* 
चरण-दास˚ई_1	f_111	noun	named	,CARG:_VALUES
चरण-पादुका_1	pl_15	noun	_plural_n_1	LBL: h* ARG0: x* 
चरण-सरोज_1	pl_16	noun	_plural_n_1	LBL: h* ARG0: x* 
चरणांबुज_1	pl_17	noun	_plural_n_1	LBL: h* ARG0: x* 
चरणामृत_1	curds_2	noun	_curd_n_1	LBL: h* ARG0: x* 
चरणामृत+ले_1	sip_2	verb	_sip_v_1	LBL: h* ARG0: e* ARG1: x* ARG2: p* 
का_9	sip_3	verb	_sip_v_1	LBL: h* ARG0: e* ARG1: x* ARG2: p* 
चरणार्विंद_1	pl_18	noun	_plural_n_1	LBL: h* ARG0: x* 
चर_9	graze_2	verb	_graze_v_1	LBL: h* ARG0: e* ARG1: x* 
चर_10	wander_6	verb	_wander_v_1	LBL: h* ARG0: e* ARG1: x* 
चर_11	graze_3	verb	_graze_v_1	LBL: h* ARG0: e* ARG1: x* 
चरनी_1	forage_1	noun	_forage_n_1	LBL: h* ARG0: x* 
चरन्नी_1	reg_129	noun	_reg/NN_u_unknown	LBL: h* ARG0: x* 
चरपरा_1	hot_6	adj	_hot_a_1	LBL: h* ARG0: e* ARG1: x* 
चरपरा_2	pungent_7	adj	_pungent_a_1	LBL: h* ARG0: e* ARG1: x* 
चरपरा_3	acr_1	adj	_acr/JJ_u_unknown	LBL: h* ARG0: e* ARG1: x* 
Oops!<class 'IndexError'>occurred.hot_7,SOME PROBLEM IN FATCHING MRS VALUES #############

चरपरा_4	smart_5	verb	_smart_v_1	LBL: h* ARG0: e* ARG1: x* 
चरपरा_5	burn_12	verb	_burn_v_1	LBL: h* ARG0: e* ARG1: x* 
चरपरा_6	tingle_3	verb	_tingle_v_1	LBL: h* ARG0: e* ARG1: x* 
चरपराहट_1	ache_7	noun	_ache_n_1	LBL: h* ARG0: x* 
चरपराहट_2	tingling_3	noun	_tingle_v_1	LBL: h* ARG0: e* ARG1: i* 
चरपराहट_2	tingling_3	noun	nominalization	LBL: h* ARG0: x* ARG1: h* 
Oops!<class 'IndexError'>occurred.restive_1,SOME PROBLEM IN FATCHING MRS VALUES #############

चरबाँक_1	smoothspoken_1	noun	_smoothspoken/NN_u_unknown	LBL: h* ARG0: x* 
Oops!<class 'IndexError'>occurred.plausible_1,SOME PROBLEM IN FATCHING MRS VALUES #############

चरबाँक_3	unctuous_2	noun	_unctuous/NN_u_unknown	LBL: h* ARG0: x* 
चरबाँक_4	quicktongued_1	noun	_quicktongued/NN_u_unknown	LBL: h* ARG0: x* 
Oops!<class 'IndexError'>occurred.clever_4,SOME PROBLEM IN FATCHING MRS VALUES #############

Oops!<class 'IndexError'>occurred.glib_1,SOME PROBLEM IN FATCHING MRS VALUES #############

Oops!<class 'IndexError'>occurred.brazen_2,SOME PROBLEM IN FATCHING MRS VALUES #############

चरबाँक_8	shameless_1	noun	_shameless/NN_u_unknown	LBL: h* ARG0: x* 
चरबाँकदीदा_1	brazen_3	adj	_brazen_a_1	LBL: h* ARG0: e* ARG1: x* 
चरबाँकदीदा_2	wanton_2	adj	_wanton_a_1	LBL: h* ARG0: e* ARG1: x* 
चरबी_1	fat_2	adj	_fat_a_1	LBL: h* ARG0: e* ARG1: x* 
Oops!<class 'IndexError'>occurred.sleek_2,SOME PROBLEM IN FATCHING MRS VALUES #############

Oops!<class 'IndexError'>occurred.fatty_1,SOME PROBLEM IN FATCHING MRS VALUES #############

Oops!<class 'IndexError'>occurred.greasy_1,SOME PROBLEM IN FATCHING MRS VALUES #############

चरबीदार_1	fat_3	adj	_fat_a_1	LBL: h* ARG0: e* ARG1: x* 
Oops!<class 'IndexError'>occurred.sleek_3,SOME PROBLEM IN FATCHING MRS VALUES #############

Oops!<class 'IndexError'>occurred.fatty_2,SOME PROBLEM IN FATCHING MRS VALUES #############

Oops!<class 'IndexError'>occurred.greasy_2,SOME PROBLEM IN FATCHING MRS VALUES #############

चरम_1	ultimate_2	adj	proper_q	LBL: h* ARG0: x* RSTR: h* BODY: h* 
चरम_1	ultimate_2	adj	named	,CARG:_VALUES
चरम_2	final_7	adj	_final_a_1	LBL: h* ARG0: e* ARG1: x* 
चरम_3	last_8	adj	_last_a_1	LBL: h* ARG0: e* ARG1: e* 
चरम_4	supreme_6	adj	_supreme_a_1	LBL: h* ARG0: e* ARG1: x* 
सीमा_1	perfection_2	noun	_perfection_n_1	LBL: h* ARG0: x* 
चरम-पंथ˚ई_1	extremist_4	adj	_extremist/JJ_u_unknown	LBL: h* ARG0: e* ARG1: x* 
चरवाहा_1	herdsman_1	noun	_herdsman_n_1	LBL: h* ARG0: x* 
चरवाहा_2	shepherd_2	noun	_shepherd_n_1	LBL: h* ARG0: x* 
चरस_1	cannabis_1	noun	_cannabis_n_1	LBL: h* ARG0: x* 
चरा_1	grazing_2	noun	_graze_v_1	LBL: h* ARG0: e* ARG1: i* 
चरा_1	grazing_2	noun	nominalization	LBL: h* ARG0: x* ARG1: h* 
चरा_2	pasturing_1	noun	_pasture_v_1	LBL: h* ARG0: e* ARG1: i* 
चरा_2	pasturing_1	noun	nominalization	LBL: h* ARG0: x* ARG1: h* 
चरा_3	pasture_1	noun	_pasture_n_1	LBL: h* ARG0: x* 
चरा-गाह_1	grazingground_1	noun	_grazingground/NN_u_unknown	LBL: h* ARG0: x* 
चरा-गाह_2	pasture_2	noun	_pasture_n_1	LBL: h* ARG0: x* 
चरा-गाह_3	meadow_1	noun	_meadow_n_1	LBL: h* ARG0: x* 
चराई_1	pasturing_2	noun	_pasture_v_1	LBL: h* ARG0: e* ARG1: i* 
चराई_1	pasturing_2	noun	nominalization	LBL: h* ARG0: x* ARG1: h* 
चराई_2	pasturage_1	noun	_pasturage_n_1	LBL: h* ARG0: x* 
Oops!<class 'IndexError'>occurred.tend_5,SOME PROBLEM IN FATCHING MRS VALUES #############

चरा_5	graze_4	verb	_graze_v_1	LBL: h* ARG0: e* ARG1: x* 
चरा_6	feed_4	verb	_feed_v_2	LBL: h* ARG0: e* ARG1: x* 
चरा_7	lead_2	verb	_lead_v_1	LBL: h* ARG0: e* ARG1: x* ARG2: p* 
चराव_1	pastureground_1	noun	_pastureground/NN_u_unknown	LBL: h* ARG0: x* 
चरित_1	behaviour_4	noun	_behavior_n_1	LBL: h* ARG0: x* 
चरित_2	practice_10	noun	_practice_n_of	LBL: h* ARG0: x* ARG1: i* 
चरित_3	acts_3	noun	_act_n_of	LBL: h* ARG0: x* ARG1: i* 
चरित_4	deeds_1	noun	_deed_n_1	LBL: h* ARG0: x* 
चरित_5	biography_1	noun	_biography_n_1	LBL: h* ARG0: x* 
चरित_6	character_3	noun	_character_n_1	LBL: h* ARG0: x* 
Oops!<class 'IndexError'>occurred.successful_4,SOME PROBLEM IN FATCHING MRS VALUES #############

Oops!<class 'IndexError'>occurred.realised_3,SOME PROBLEM IN FATCHING MRS VALUES #############

Oops!<class 'IndexError'>occurred.effected_1,SOME PROBLEM IN FATCHING MRS VALUES #############

चरित्र_1	behaviour_5	noun	_behavior_n_1	LBL: h* ARG0: x* 
चरित्र_2	conduct_5	noun	_conduct_n_1	LBL: h* ARG0: x* 
चरित्र_3	manner_10	noun	_manner_n_of	LBL: h* ARG0: x* ARG1: i* 
चरित्र_4	ways_3	noun	_way_n_of	LBL: h* ARG0: x* ARG1: i* 
चरित्र_5	biography_2	noun	_biography_n_1	LBL: h* ARG0: x* 
चरित्र_6	character_4	noun	_character_n_1	LBL: h* ARG0: x* 
चरित्र_7	nature_3	noun	_nature_n_1	LBL: h* ARG0: x* 
चरित्र_8	character_5	noun	_character_n_1	LBL: h* ARG0: x* 
Oops!<class 'IndexError'>occurred.adj_55,SOME PROBLEM IN FATCHING MRS VALUES #############

Oops!<class 'IndexError'>occurred.virtuous_2,SOME PROBLEM IN FATCHING MRS VALUES #############

चरित्रहीन_1	characterless_1	adj	_characterless/JJ_u_unknown	LBL: h* ARG0: e* ARG1: x* 
Oops!<class 'IndexError'>occurred.˚_8,SOME PROBLEM IN FATCHING MRS VALUES #############

चर्चा_1	discussion_3	noun	_discussion_n_1	LBL: h* ARG0: x* 
चर्चा_2	consideration_6	noun	_consideration_n_of	LBL: h* ARG0: x* ARG1: i* 
चर्चा_3	reflection_4	noun	_reflection_n_1	LBL: h* ARG0: x* 
चर्चा_4	argument_3	noun	_argument_n_1	LBL: h* ARG0: x* 
चर्चा_5	talk_2	noun	_talk_n_of-on	LBL: h* ARG0: x* ARG1: i* 
चर्चा_6	mention_2	noun	_mention_n_of	LBL: h* ARG0: x* ARG1: i* 
चर्चा_7	rumour_8	noun	_rumor_n_1	LBL: h* ARG0: x* 
चर्चा_8	gossip_4	noun	_gossip_n_1	LBL: h* ARG0: x* 
चर्चा_9	smearing_6	noun	_smearing/NN_u_unknown	LBL: h* ARG0: x* 
चर्चा_10	anointing_5	noun	_anointing/NN_u_unknown	LBL: h* ARG0: x* 
चर्चा+चला_1	spread_6	verb	_spread_v_1	LBL: h* ARG0: e* ARG1: x* ARG2: p* 
चर्चा+चलाना_1	rumours_1	noun	_rumor_n_1	LBL: h* ARG0: x* 
चर्चा+की_1	spread_7	verb	_spread_v_1	LBL: h* ARG0: e* ARG1: x* ARG2: p* 
चर्चा+की_2	rumours_2	noun	_rumor_n_1	LBL: h* ARG0: x* 
Oops!<class 'IndexError'>occurred.announced_3,SOME PROBLEM IN FATCHING MRS VALUES #############

Oops!<class 'IndexError'>occurred.announced_4,SOME PROBLEM IN FATCHING MRS VALUES #############

चर्चित_1	smeared_2	adj	_smeared/VBN_u_unknown	LBL: h* ARG0: e* ARG1: u* ARG2: x* 
चर्चित_1	smeared_2	adj	parg_d	LBL: h* ARG0: e* ARG1: e* ARG2: x* 
चर्चित_2	anointed_1	adj	_anointed/VBN_u_unknown	LBL: h* ARG0: e* ARG1: u* ARG2: x* 
चर्चित_2	anointed_1	adj	parg_d	LBL: h* ARG0: e* ARG1: e* ARG2: x* 
चर्म_1	skin_9	noun	_skin_n_1	LBL: h* ARG0: x* 
चर्म_2	hide_8	noun	_hide_n_1	LBL: h* ARG0: x* 
चर्म_3	leather_3	noun	_leather_n_1	LBL: h* ARG0: x* 
चर्म_4	parchment_1	noun	_parchment_n_1	LBL: h* ARG0: x* 
चर्म-चक्षु_1	m_131	noun	_meter_n_1	LBL: h* ARG0: x* 
चर्या_1	work_16	noun	_work_n_1	LBL: h* ARG0: x* 
चर्या_2	occupation_7	noun	_occupation_n_1	LBL: h* ARG0: x* 
चर्या_3	service_13	noun	_service_n_1	LBL: h* ARG0: x* 
चर्रमर्र_1	gabbling_1	noun	_gabbling/VBG_u_unknown	LBL: h* ARG0: e* ARG1: i* ARG2: p* 
चर्रमर्र_1	gabbling_1	noun	nominalization	LBL: h* ARG0: x* ARG1: h* 
चर्रमर्र_2	crackling_5	adj	_crackle_v_1	LBL: h* ARG0: e* ARG1: x* 
चर्रा_1	smart_6	verb	_smart_v_1	LBL: h* ARG0: e* ARG1: x* 
चर्रा_2	ache_8	verb	_ache_v_1	LBL: h* ARG0: e* ARG1: x* 
चर्रा_3	throb_2	verb	_throb_v_1	LBL: h* ARG0: e* ARG1: x* 
